index-SBgTUTBi.js:451 🔄 UNIFIED PIPELINE: Events: 2611 Incidents: 7400
index-SBgTUTBi.js:451 🏠 HOME LOCATION: Caloundra, Sunshine Coast Regional 4551, Queensland COORDINATES: {lat: -26.7981633, lon: 153.1354434} RADIUS: 50km
 👤 USER INCIDENT: {id: 'user:e9fe9154-f1d7-4b3e-ba4c-253e0b8a33b5', title: 'FIRE VEGETATION - SPELLING GULLY RD & DYER RD, GOOGA CREEK', location: 'SPELLING GULLY RD & DYER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e0dae3c9-2200-4524-8d7a-4369a73b777f', title: 'FIRE VEGETATION - SPELLING GULLY RD & DYER RD, GOOGA CREEK', location: 'SPELLING GULLY RD & DYER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5ef364c0-547e-4c9a-b14d-ce8fcfa312a4', title: 'FIRE PERMITTED BURN - Cloyna West Rd, CLOYNA', location: 'Cloyna West Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1f50cc5f-176a-4a59-9009-e8eea9d07066', title: 'FIRE VEGETATION - Rosedale Rd & Heales Rd, MEADOWVALE', location: 'Rosedale Rd & Heales Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:2de49d45-0717-4ab9-aca9-c3358c117682', title: 'FIRE PERMITTED BURN - Cloyna West Rd, CLOYNA', location: 'Cloyna West Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fe7b8887-2b94-4a94-a0d4-a7bcca0fa036', title: 'FIRE VEGETATION - SPELLING GULLY RD & DYER RD, GOOGA CREEK', location: 'SPELLING GULLY RD & DYER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0625da4c-e22a-4be6-8ff0-b3a9dc1418e1', title: 'FIRE VEGETATION - Rosedale Rd & Heales Rd, MEADOWVALE', location: 'Rosedale Rd & Heales Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3d4b7df8-74e3-4b10-b546-7e8bac83668a', title: 'FIRE VEGETATION - Barbara Ct, MOGGILL', location: 'Barbara Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e058879f-6c0f-420e-9e78-506278037144', title: 'FIRE VEGETATION - Barbara Ct, MOGGILL', location: 'Barbara Ct', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:56e74244-d29f-4b11-abec-93a02f3dcf44', title: 'FIRE VEGETATION - HEDLOW RD, CAWARRAL', location: 'HEDLOW RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e00a9380-a861-4528-9d67-937fa55bf016', title: 'FIRE VEGETATION - HEDLOW RD, CAWARRAL', location: 'HEDLOW RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a26c1683-2de6-48c4-8d4e-2de55c39de6f', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a3cc4257-9295-4e7e-a275-89aeaacd6cdd', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1cd0d04c-1713-410a-bdc7-611c7dcd0933', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8caa8c08-f3fe-41a7-a5e4-d333d2695d7a', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:88dd5e66-63b2-4ac7-9b59-175e6c6d3f50', title: 'FIRE VEGETATION - Kirsten Dr, CURRA', location: 'Kirsten Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f55659b2-3e61-480d-8062-f85e5cb146ba', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9f0782bc-1b1a-4c61-95f7-f5d35df3f4b5', title: 'FIRE VEGETATION - Kirsten Dr, CURRA', location: 'Kirsten Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:298fae1a-ad23-4d20-9c9d-c7aa4238b366', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:177fde3d-8a23-4ef8-9592-f2604f8aea14', title: 'FIRE VEGETATION - Kirsten Dr, CURRA', location: 'Kirsten Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:de55ae12-4ae6-49e1-a00a-06a6ae55e0e4', title: 'FIRE VEGETATION - Jourama Falls Rd, YURUGA', location: 'Jourama Falls Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e1be09e9-1c1d-48e1-b124-42cc7d8c8445', title: 'FIRE VEGETATION - Kirsten Dr, CURRA', location: 'Kirsten Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4d7cefda-59b5-4113-b8b1-dd817926d7da', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7549b7a7-1244-47b6-b6ab-737938ab968d', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b4139368-9ad7-4d25-a304-37486a8c6580', title: 'FIRE VEGETATION - ROSS RD, BOOUBYJAN', location: 'ROSS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7c0ccd57-ec6f-4c30-9860-f7b20ca85c94', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cfbf02c9-b481-4d6a-a803-72750e045115', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:90b5b593-d784-4a41-b887-4dfc5c05b023', title: 'FIRE VEGETATION - ROSS RD, BOOUBYJAN', location: 'ROSS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:10deaedf-99b3-41df-a6ce-15432929ede3', title: 'FIRE VEGETATION - GOODLA RD, SANDY CREEK', location: 'GOODLA RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:39c0dd83-921f-49f3-8494-32257fd53f8b', title: 'FIRE VEGETATION - ROSS RD, BOOUBYJAN', location: 'ROSS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:07f4f8f2-8082-405e-ae66-898c53e32b61', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3000e294-6d34-45ce-a85c-3f2c9cddb28d', title: 'FIRE PERMITTED BURN - Hunchy Rd, HUNCHY', location: 'Hunchy Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4a29cce3-68f7-4947-99fc-7c11722f2bb1', title: 'FIRE VEGETATION - GREENVALE ST, YABULU', location: 'GREENVALE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c9dd21a8-2035-4286-afd4-397652580352', title: 'FIRE PERMITTED BURN - AMAMOOR ST, AMAMOOR', location: 'AMAMOOR ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f65cff88-ac09-4dbe-af12-fffbabde077a', title: 'FIRE VEGETATION - GOODLA RD, SANDY CREEK', location: 'GOODLA RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:d58246fe-fd38-4a38-82da-bf7ca8ae6657', title: 'FIRE VEGETATION - Idahlia Range Rd, BOOMPA', location: 'Idahlia Range Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cb0f84cd-0854-4c62-ba6c-1f712d0f2a6a', title: 'FIRE VEGETATION - ROSS RD, BOOUBYJAN', location: 'ROSS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5af5eb64-5247-45f5-9f37-f3d28286738f', title: 'FIRE PERMITTED BURN - Hunchy Rd, HUNCHY', location: 'Hunchy Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:aea92652-89f9-40f4-b936-7a0de7e18523', title: 'FIRE VEGETATION - GREENVALE ST, YABULU', location: 'GREENVALE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ebd6a6f4-5766-4caa-bf90-88ff47e42a06', title: 'FIRE PERMITTED BURN - AMAMOOR ST, AMAMOOR', location: 'AMAMOOR ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:ec5280ea-9a7f-4be1-b463-8d7023581118', title: 'FIRE VEGETATION - ROSS RD, BOOUBYJAN', location: 'ROSS RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9728045b-d225-457b-8f47-d5d33f49d2ef', title: 'FIRE PERMITTED BURN - Yalangur Lilyvale Rd, LILYVALE', location: 'Yalangur Lilyvale Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b187887e-b645-4c45-8f27-7d8063ace7f5', title: 'FIRE VEGETATION - Bouverie St & Burnett St, MUNDUBBERA', location: 'Bouverie St & Burnett St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3379042b-199a-418b-ba0f-f7c7a23453cf', title: 'FIRE PERMITTED BURN - Hunchy Rd, HUNCHY', location: 'Hunchy Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9b5bb25d-1635-4fad-a116-e1d26b3267f4', title: 'FIRE VEHICLE - Unnamed Bannockburn Rd, BANNOCKBURN', location: 'Unnamed Bannockburn Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cd22160b-2e86-4da6-8acc-e59e1b6811ee', title: 'RESCUE ROAD CRASH - AUBREY ST & GOLD COAST HWY, SURFERS PARADISE', location: 'AUBREY ST & GOLD COAST HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:dadb9f1d-d265-4ac4-8cae-eb7c844d5125', title: 'FIRE VEGETATION - Tynan St & Bruce Hwy, MARMOR', location: 'Tynan St & Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:00d8e759-4ca9-4c40-bfdf-66c6b2c1851e', title: 'FIRE PERMITTED BURN - Cashmere Lane & Ironbark Lane, CASHMERE', location: 'Cashmere Lane & Ironbark Lane', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1108457c-0ddc-406a-b2e8-a880e70fcc2c', title: 'FIRE VEGETATION - Moray Carmichael Boundary Rd, BELYANDO', location: 'Moray Carmichael Boundary Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:513cdec4-09b1-4ab4-818b-02fc9f7027f5', title: 'FIRE VEGETATION - Moray Carmichael Boundary Rd, BELYANDO', location: 'Moray Carmichael Boundary Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:11433413-f8ec-4fc5-bbf4-2264e6ae970c', title: 'FIRE VEGETATION - GREENVALE ST, YABULU', location: 'GREENVALE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c23db59c-21ca-4307-9817-0f2cddccc2cd', title: 'FIRE PERMITTED BURN - AMAMOOR ST, AMAMOOR', location: 'AMAMOOR ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bfe83241-6c24-497d-991f-00b628ac4a46', title: 'FIRE VEGETATION - Bouverie St & Burnett St, MUNDUBBERA', location: 'Bouverie St & Burnett St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:075c0c9b-f5ec-482d-a13d-cf00063ac388', title: 'FIRE PERMITTED BURN - Yalangur Lilyvale Rd, LILYVALE', location: 'Yalangur Lilyvale Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8a9a9619-88d3-4063-81bb-edb708c7725b', title: 'FIRE STRUCTURE - Weary Bay Rd, BLOOMFIELD', location: 'Weary Bay Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c9645265-fec6-4e8a-9381-a065d90c213a', title: 'FIRE VEGETATION - GREENVALE ST, YABULU', location: 'GREENVALE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1ec0a62a-6f94-4146-b407-d648e2b98844', title: 'RESCUE ROAD CRASH - HERITAGE CCT, SPRINGFIELD LAKES', location: 'HERITAGE CCT', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0391e781-d2c6-4005-a6e5-a79a4d69135e', title: 'FIRE VEGETATION - Tynan St & Bruce Hwy, MARMOR', location: 'Tynan St & Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5fa036ee-7fac-40f5-8474-f8c758c4ab4d', title: 'FIRE PERMITTED BURN - AMAMOOR ST, AMAMOOR', location: 'AMAMOOR ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a5788a05-49e0-4f8d-b4f7-5436d1d004a9', title: 'FIRE STRUCTURE - Weary Bay Rd, BLOOMFIELD', location: 'Weary Bay Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6102ec05-d927-4fe5-b374-8c6a3c401b67', title: 'RESCUE ROAD CRASH - KINGSTON RD & WEMBLEY RD, LOGAN CENTRAL', location: 'KINGSTON RD & WEMBLEY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5f6db4f0-f6e0-4610-93d7-456fd34fbc29', title: 'FIRE VEHICLE - Paterson Rd, YATALA', location: 'Paterson Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9d9014a9-bc45-42e8-9e4b-e825f0f92c23', title: 'FIRE MARINE - Royal Esp & Falcon St, MANLY', location: 'Royal Esp & Falcon St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0bdac806-d08a-4536-ab41-ffda4aefe66a', title: 'FIRE VEGETATION - GREENVALE ST, YABULU', location: 'GREENVALE ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:caea8eb8-e326-49f4-ac79-d8bd759c0d48', title: 'FIRE VEGETATION - Tynan St & Bruce Hwy, MARMOR', location: 'Tynan St & Bruce Hwy', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e58164cd-3a5a-49f9-a158-5b18b3066a6b', title: 'FIRE VEGETATION - Bouverie St & Burnett St, MUNDUBBERA', location: 'Bouverie St & Burnett St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:163ff1cd-0dd9-4cb9-8319-94f247a93905', title: 'FIRE VEGETATION - Moray Carmichael Boundary Rd, BELYANDO', location: 'Moray Carmichael Boundary Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1d175a56-70d6-4cd0-9435-42d6a1b47dd9', title: 'FIRE STRUCTURE - Weary Bay Rd, BLOOMFIELD', location: 'Weary Bay Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cadc4c31-e659-494f-a5f5-ca8db26e769d', title: 'FIRE PERMITTED BURN - AMAMOOR ST, AMAMOOR', location: 'AMAMOOR ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c403e06b-c407-44c4-9581-f4d1fdd7cb8d', title: 'FIRE PERMITTED BURN - Hoffmans Rd, COOWONGA', location: 'Hoffmans Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:fb8502c1-350b-49f9-b09a-9c6a75d39ba9', title: 'FIRE PERMITTED BURN - Hoffmans Rd, COOWONGA', location: 'Hoffmans Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:43bbb23f-a554-4ac3-a325-e974d0bed8d6', title: 'FIRE STRUCTURE - OBI OBI RD, OBI OBI', location: 'OBI OBI RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f4104ea6-d2a7-445c-9a5e-493e27939de2', title: 'FIRE STRUCTURE - OBI OBI RD, OBI OBI', location: 'OBI OBI RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9b45f926-f0c0-41d7-b9d0-081e3cc7a856', title: 'FIRE STRUCTURE - OBI OBI RD, OBI OBI', location: 'OBI OBI RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:cd854dd2-b230-4d32-88e9-419f1c6017c6', title: 'FIRE PERMITTED BURN - Hoffmans Rd, COOWONGA', location: 'Hoffmans Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b9b4c264-d1ce-430a-9013-c39485f9e7d3', title: 'FIRE PERMITTED BURN - Lower Mount Mellum Rd, LANDSBOROUGH', location: 'Lower Mount Mellum Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e5759e14-a40e-4638-90a9-6a0cbacb6b36', title: 'FIRE PERMITTED BURN - Lower Mount Mellum Rd, LANDSBOROUGH', location: 'Lower Mount Mellum Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:f8af1baa-3be9-41f2-99ee-e6ac82d9e27e', title: 'FIRE PERMITTED BURN - Lower Mount Mellum Rd, LANDSBOROUGH', location: 'Lower Mount Mellum Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a61ac097-944a-4eee-b24f-92ecc43a214c', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:df9b55dd-11c9-4ffd-b769-2e4f3c9ae25a', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:4c79834c-e834-4af5-84b9-425e66e3c702', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:721856ae-b461-44da-b95c-01ac57f615a1', title: 'FIRE VEGETATION - Coringa Rd, CORINGA', location: 'Coringa Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3d0738ba-cec3-4ca2-aae1-e4d8bbbe3c66', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c4889066-d600-43f8-8b94-7d4c70e09a0e', title: 'FIRE VEGETATION - Coringa Rd, CORINGA', location: 'Coringa Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:60a20193-ec5b-41b1-85a0-56f2b80a5eeb', title: 'FIRE PERMITTED BURN - Steve Irwin Way, BEERWAH', location: 'Steve Irwin Way', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6883846f-7f50-4493-b863-b589a65808bd', title: 'FIRE VEGETATION - Coringa Rd, CORINGA', location: 'Coringa Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:93c84913-191d-40cf-978c-2c7508ecf03c', title: 'FIRE VEGETATION - Cracow Rd, EIDSVOLD', location: 'Cracow Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:b1021749-2ad4-4c45-b839-4c002a802561', title: 'FIRE PERMITTED BURN - Kittani Brk, UPPER BROOKFIELD', location: 'Kittani Brk', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c5575f81-52a9-4fa3-ae1b-6373fe28d68a', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:75352015-7bc3-4bbb-ab9d-e0f90360feea', title: 'FIRE PERMITTED BURN - Steve Irwin Way, BEERWAH', location: 'Steve Irwin Way', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:38cb3cc4-5007-415f-8cda-81ee668a613c', title: 'FIRE PERMITTED BURN - Kittani Brk, UPPER BROOKFIELD', location: 'Kittani Brk', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0e21e46b-72de-49c1-b3eb-b51dee2d227a', title: 'FIRE VEGETATION - Coringa Rd, CORINGA', location: 'Coringa Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:1dd9bbca-f68c-4625-a4a0-47b599303c86', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:6a072ab7-e0f3-4f7e-b054-544905c14db5', title: 'FIRE VEGETATION - Cracow Rd, EIDSVOLD', location: 'Cracow Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:e5bd8c79-d2b0-4c10-8294-c01e8fd35cea', title: 'FIRE PERMITTED BURN - Kittani Brk, UPPER BROOKFIELD', location: 'Kittani Brk', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5afecbd1-2934-4653-98f9-70e6a32e242e', title: 'FIRE VEGETATION - Cracow Rd, EIDSVOLD', location: 'Cracow Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:afde36a2-d965-4c34-9768-c5116f94833e', title: 'FIRE VEGETATION - Coringa Rd, CORINGA', location: 'Coringa Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:455226a3-b981-4c70-88f5-239979e181b5', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7d27449a-45f2-4bd7-9db6-6d54dfed8899', title: 'FIRE VEGETATION - North Isis Rd & Stockyard Rd, NORTH ISIS', location: 'North Isis Rd & Stockyard Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:bf558089-20b8-4d15-b160-950779085e9d', title: 'RESCUE ROAD CRASH - BALONNE HWY, ST GEORGE', location: 'BALONNE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:7616bf26-30f0-49b1-93f2-ec630ecd44e4', title: 'FIRE PERMITTED BURN - Laidley Creek West Rd, LAIDLEY CREEK WEST', location: 'Laidley Creek West Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:79451069-4f5f-41f9-a179-b353e7a776cf', title: 'FIRE PERMITTED BURN - Steve Irwin Way, BEERWAH', location: 'Steve Irwin Way', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:aaf42b81-8fc0-4400-89cb-a522e565350f', title: 'POWER / GAS GAS - Kendale St, STAFFORD HEIGHTS', location: 'Kendale St', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3dc78e8b-bf68-420d-979b-b3024da17a68', title: 'RESCUE ROAD CRASH - MAURICE HARVEY CRES & POTTER RD, BARINGA', location: 'MAURICE HARVEY CRES & POTTER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a9f3bcc0-6653-4c88-ab8d-136494649b71', title: 'FIRE PERMITTED BURN - Undullah Rd, WOODHILL', location: 'Undullah Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:3f4a3939-379f-42f7-9974-e02bfdc164c0', title: 'FIRE PERMITTED BURN - Brookfield Rd, KENMORE HILLS', location: 'Brookfield Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0b1b7ea4-dd36-4908-8b73-9743b76cc4a8', title: 'FIRE VEGETATION - Dalby Kogan Rd, KOGAN', location: 'Dalby Kogan Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:5b9bd2fc-7b4a-46b0-8955-614a72340e98', title: 'FIRE PERMITTED BURN - Blenheim Rd, LAIDLEY CREEK WEST', location: 'Blenheim Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:8ae06313-b045-4ca0-bf0e-7e6e867660f9', title: 'FIRE VEGETATION - LEE RD, NINGI', location: 'LEE RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:78081193-d952-4142-ba6f-132f2d3ac600', title: 'FIRE PERMITTED BURN - Rockonia Rd, KOONGAL', location: 'Rockonia Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:35403b43-e4a7-4921-b74b-72519f41612f', title: 'FIRE VEGETATION - Synnove Dr & North Shore Bvd, BURDELL', location: 'Synnove Dr & North Shore Bvd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:0d68d620-9b08-4e59-bc92-c171d82ebc28', title: 'FIRE PERMITTED BURN - Cashmere Lane & Ironbark Lane, CASHMERE', location: 'Cashmere Lane & Ironbark Lane', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:095aa101-e723-4cfd-a542-6ed1b8902cc7', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:181fc05c-c3ba-41cf-aa20-51b2ececf6d8', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:24f261d8-3874-48ec-af88-c448b5761b11', title: 'FIRE PERMITTED BURN - John Evans Dr & Florence Hibberd Dr, NANUM', location: 'John Evans Dr & Florence Hibberd Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:a04d77ba-830d-4567-8064-430621a9445f', title: 'FIRE PERMITTED BURN - Albany Forest Dr, ALBANY CREEK', location: 'Albany Forest Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:9108634f-f831-40c8-a593-e14956077295', title: 'FIRE PERMITTED BURN - HAMMERMEISTER RD, MOUNT NEBO', location: 'HAMMERMEISTER RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:143f436c-ee42-461d-be35-56d45e996506', title: 'FIRE VEGETATION - TALAMY RD, WRATTENS FOREST', location: 'TALAMY RD', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:41b04071-b4e0-4263-9b7e-1327df94c6d9', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:60f5f6d0-2a76-4c65-bf92-7eb92ab31744', title: 'FIRE STRUCTURE - Hodges Cres, VINCENT', location: 'Hodges Cres', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c6e9155b-3b9c-43d0-9bd1-4b44c0b7186c', title: 'HAZMAT ALL - BRUCE HWY, KUTTABUL', location: 'BRUCE HWY', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:c29e675f-adb7-4cce-ba66-092916619ce4', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:edba03eb-470d-4f8e-ab67-a08598cefbaa', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:955a70b7-496d-4a0f-8f17-2328f4e772e1', title: 'RESCUE ROAD CRASH - CURZON ST & MARGARET ST, EAST TOOWOOMBA', location: 'CURZON ST & MARGARET ST', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:935d7125-acd8-4cf7-b7f6-72f3321b6905', title: 'FIRE PERMITTED BURN - John Evans Dr & Florence Hibberd Dr, NANUM', location: 'John Evans Dr & Florence Hibberd Dr', hasCoordinates: true}
 👤 USER INCIDENT: {id: 'user:85871714-e1e0-4e63-9a3c-28285f574529', title: 'FIRE PERMITTED BURN - Ocean View Rd, KING SCRUB', location: 'Ocean View Rd', hasCoordinates: true}
